setup,split,fold,model,day,threshold,accuracy,precision,recall,f1,TNR,TPR,sensitivity,specificity,balanced_acc,TN,FP,FN,TP,optimal_threshold
overlay,train,0,effnet_ts,10,0.9,0.5563380281690141,0.9523809523809523,0.5,0.6557377049180327,0.8636363636363636,0.5,0.5,0.8636363636363636,0.6818181818181819,19,3,60,60,0.72
overlay,train,0,effnet_ts,10,0.72,0.7253521126760564,0.9354838709677419,0.725,0.8169014084507042,0.7272727272727273,0.725,0.725,0.7272727272727273,0.7261363636363636,16,6,33,87,0.72
overlay,val,0,effnet_ts,10,0.5,0.8823529411764706,0.875,1.0,0.9333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1,2,0,14,0.72
overlay,val,0,effnet_ts,10,0.6,0.8823529411764706,0.875,1.0,0.9333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1,2,0,14,0.72
overlay,val,0,effnet_ts,10,0.7,0.7647058823529411,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.5952380952380952,1,2,2,12,0.72
overlay,val,0,effnet_ts,10,0.8,0.5882352941176471,0.8888888888888888,0.5714285714285714,0.6956521739130435,0.6666666666666666,0.5714285714285714,0.5714285714285714,0.6666666666666666,0.6190476190476191,2,1,6,8,0.72
overlay,val,0,effnet_ts,10,0.9,0.5294117647058824,0.875,0.5,0.6363636363636364,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5833333333333333,2,1,7,7,0.72
overlay,val,0,effnet_ts,10,0.72,0.7647058823529411,0.9166666666666666,0.7857142857142857,0.8461538461538461,0.6666666666666666,0.7857142857142857,0.7857142857142857,0.6666666666666666,0.7261904761904762,2,1,3,11,0.72
overlay,test,0,effnet_ts,10,0.5,0.8378378378378378,0.8378378378378378,1.0,0.9117647058823529,0.0,1.0,1.0,0.0,0.5,0,6,0,31,0.72
overlay,test,0,effnet_ts,10,0.6,0.7567567567567568,0.84375,0.8709677419354839,0.8571428571428571,0.16666666666666666,0.8709677419354839,0.8709677419354839,0.16666666666666666,0.5188172043010753,1,5,4,27,0.72
overlay,test,0,effnet_ts,10,0.7,0.6216216216216216,0.8695652173913043,0.6451612903225806,0.7407407407407407,0.5,0.6451612903225806,0.6451612903225806,0.5,0.5725806451612903,3,3,11,20,0.72
overlay,test,0,effnet_ts,10,0.8,0.5675675675675675,0.8947368421052632,0.5483870967741935,0.68,0.6666666666666666,0.5483870967741935,0.5483870967741935,0.6666666666666666,0.60752688172043,4,2,14,17,0.72
overlay,test,0,effnet_ts,10,0.9,0.5135135135135135,0.9333333333333333,0.45161290322580644,0.6086956521739131,0.8333333333333334,0.45161290322580644,0.45161290322580644,0.8333333333333334,0.6424731182795699,5,1,17,14,0.72
overlay,test,0,effnet_ts,10,0.72,0.6216216216216216,0.9047619047619048,0.6129032258064516,0.7307692307692307,0.6666666666666666,0.6129032258064516,0.6129032258064516,0.6666666666666666,0.6397849462365591,4,2,12,19,0.72
overlay,train,0,effnet_ts,20.5,0.5,0.8456375838926175,0.8581560283687943,0.9758064516129032,0.9132075471698113,0.2,0.9758064516129032,0.9758064516129032,0.2,0.5879032258064516,5,20,3,121,0.78
overlay,train,0,effnet_ts,20.5,0.6,0.8322147651006712,0.896,0.9032258064516129,0.8995983935742972,0.48,0.9032258064516129,0.9032258064516129,0.48,0.6916129032258065,12,13,12,112,0.78
overlay,train,0,effnet_ts,20.5,0.7,0.6510067114093959,0.9736842105263158,0.5967741935483871,0.74,0.92,0.5967741935483871,0.5967741935483871,0.92,0.7583870967741936,23,2,50,74,0.78
overlay,train,0,effnet_ts,20.5,0.8,0.3221476510067114,1.0,0.18548387096774194,0.3129251700680272,1.0,0.18548387096774194,0.18548387096774194,1.0,0.592741935483871,25,0,101,23,0.78
overlay,train,0,effnet_ts,20.5,0.9,0.16778523489932887,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,25,0,124,0,0.78
overlay,train,0,effnet_ts,20.5,0.78,0.38926174496644295,1.0,0.2661290322580645,0.42038216560509556,1.0,0.2661290322580645,0.2661290322580645,1.0,0.6330645161290323,25,0,91,33,0.78
overlay,val,0,effnet_ts,20.5,0.5,0.8823529411764706,0.875,1.0,0.9333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1,2,0,14,0.78
overlay,val,0,effnet_ts,20.5,0.6,0.7647058823529411,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.8571428571428571,0.8571428571428571,0.3333333333333333,0.5952380952380952,1,2,2,12,0.78
overlay,val,0,effnet_ts,20.5,0.7,0.6470588235294118,0.9,0.6428571428571429,0.75,0.6666666666666666,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.6547619047619048,2,1,5,9,0.78
overlay,val,0,effnet_ts,20.5,0.8,0.4117647058823529,1.0,0.2857142857142857,0.4444444444444444,1.0,0.2857142857142857,0.2857142857142857,1.0,0.6428571428571428,3,0,10,4,0.78
overlay,val,0,effnet_ts,20.5,0.9,0.17647058823529413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,3,0,14,0,0.78
overlay,val,0,effnet_ts,20.5,0.78,0.4117647058823529,1.0,0.2857142857142857,0.4444444444444444,1.0,0.2857142857142857,0.2857142857142857,1.0,0.6428571428571428,3,0,10,4,0.78
overlay,test,0,effnet_ts,20.5,0.5,0.8205128205128205,0.8421052631578947,0.9696969696969697,0.9014084507042254,0.0,0.9696969696969697,0.9696969696969697,0.0,0.48484848484848486,0,6,1,32,0.78
overlay,test,0,effnet_ts,20.5,0.6,0.7948717948717948,0.8571428571428571,0.9090909090909091,0.8823529411764706,0.16666666666666666,0.9090909090909091,0.9090909090909091,0.16666666666666666,0.5378787878787878,1,5,3,30,0.78
overlay,test,0,effnet_ts,20.5,0.7,0.5384615384615384,0.8947368421052632,0.5151515151515151,0.6538461538461539,0.6666666666666666,0.5151515151515151,0.5151515151515151,0.6666666666666666,0.5909090909090908,4,2,16,17,0.78
overlay,test,0,effnet_ts,20.5,0.8,0.15384615384615385,0.5,0.030303030303030304,0.05714285714285714,0.8333333333333334,0.030303030303030304,0.030303030303030304,0.8333333333333334,0.4318181818181818,5,1,32,1,0.78
overlay,test,0,effnet_ts,20.5,0.9,0.15384615384615385,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,6,0,33,0,0.78
overlay,test,0,effnet_ts,20.5,0.78,0.3076923076923077,0.875,0.21212121212121213,0.34146341463414637,0.8333333333333334,0.21212121212121213,0.21212121212121213,0.8333333333333334,0.5227272727272727,5,1,26,7,0.78
overlay,train,0,effnet_ts,17,0.5,0.8028169014084507,0.8770491803278688,0.8916666666666667,0.8842975206611571,0.3181818181818182,0.8916666666666667,0.8916666666666667,0.3181818181818182,0.6049242424242425,7,15,13,107,0.86
overlay,train,0,effnet_ts,17,0.6,0.6056338028169014,0.9444444444444444,0.5666666666666667,0.7083333333333334,0.8181818181818182,0.5666666666666667,0.5666666666666667,0.8181818181818182,0.6924242424242424,18,4,52,68,0.86
overlay,train,0,effnet_ts,17,0.7,0.528169014084507,0.9649122807017544,0.4583333333333333,0.6214689265536724,0.9090909090909091,0.4583333333333333,0.4583333333333333,0.9090909090909091,0.6837121212121212,20,2,65,55,0.86
overlay,train,0,effnet_ts,17,0.8,0.5,1.0,0.4083333333333333,0.5798816568047337,1.0,0.4083333333333333,0.4083333333333333,1.0,0.7041666666666666,22,0,71,49,0.86
overlay,train,0,effnet_ts,17,0.9,0.323943661971831,1.0,0.2,0.3333333333333333,1.0,0.2,0.2,1.0,0.6,22,0,96,24,0.86
overlay,train,0,effnet_ts,17,0.86,0.4225352112676056,1.0,0.31666666666666665,0.4810126582278481,1.0,0.31666666666666665,0.31666666666666665,1.0,0.6583333333333333,22,0,82,38,0.86
overlay,val,0,effnet_ts,17,0.5,0.8823529411764706,0.875,1.0,0.9333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1,2,0,14,0.86
overlay,val,0,effnet_ts,17,0.6,0.6470588235294118,0.9,0.6428571428571429,0.75,0.6666666666666666,0.6428571428571429,0.6428571428571429,0.6666666666666666,0.6547619047619048,2,1,5,9,0.86
overlay,val,0,effnet_ts,17,0.7,0.5294117647058824,0.875,0.5,0.6363636363636364,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5833333333333333,2,1,7,7,0.86
overlay,val,0,effnet_ts,17,0.8,0.5294117647058824,0.875,0.5,0.6363636363636364,0.6666666666666666,0.5,0.5,0.6666666666666666,0.5833333333333333,2,1,7,7,0.86
overlay,val,0,effnet_ts,17,0.9,0.4117647058823529,1.0,0.2857142857142857,0.4444444444444444,1.0,0.2857142857142857,0.2857142857142857,1.0,0.6428571428571428,3,0,10,4,0.86
overlay,val,0,effnet_ts,17,0.86,0.5294117647058824,1.0,0.42857142857142855,0.6,1.0,0.42857142857142855,0.42857142857142855,1.0,0.7142857142857143,3,0,8,6,0.86
overlay,test,0,effnet_ts,17,0.5,0.7567567567567568,0.8235294117647058,0.9032258064516129,0.8615384615384616,0.0,0.9032258064516129,0.9032258064516129,0.0,0.45161290322580644,0,6,3,28,0.86
overlay,test,0,effnet_ts,17,0.6,0.4864864864864865,0.875,0.45161290322580644,0.5957446808510638,0.6666666666666666,0.45161290322580644,0.45161290322580644,0.6666666666666666,0.5591397849462365,4,2,17,14,0.86
overlay,test,0,effnet_ts,17,0.7,0.4594594594594595,0.9230769230769231,0.3870967741935484,0.5454545454545454,0.8333333333333334,0.3870967741935484,0.3870967741935484,0.8333333333333334,0.6102150537634409,5,1,19,12,0.86
overlay,test,0,effnet_ts,17,0.8,0.43243243243243246,0.9166666666666666,0.3548387096774194,0.5116279069767442,0.8333333333333334,0.3548387096774194,0.3548387096774194,0.8333333333333334,0.5940860215053764,5,1,20,11,0.86
overlay,test,0,effnet_ts,17,0.9,0.2702702702702703,1.0,0.12903225806451613,0.22857142857142856,1.0,0.12903225806451613,0.12903225806451613,1.0,0.564516129032258,6,0,27,4,0.86
overlay,test,0,effnet_ts,17,0.86,0.40540540540540543,0.9090909090909091,0.3225806451612903,0.47619047619047616,0.8333333333333334,0.3225806451612903,0.3225806451612903,0.8333333333333334,0.5779569892473119,5,1,21,10,0.86
overlay,train,0,effnet_ts,13,0.5,0.8450704225352113,0.85,0.9916666666666667,0.9153846153846154,0.045454545454545456,0.9916666666666667,0.9916666666666667,0.045454545454545456,0.518560606060606,1,21,1,119,0.54
overlay,train,0,effnet_ts,13,0.6,0.15492957746478872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,22,0,120,0,0.54
overlay,train,0,effnet_ts,13,0.7,0.15492957746478872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,22,0,120,0,0.54
overlay,train,0,effnet_ts,13,0.8,0.15492957746478872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,22,0,120,0,0.54
overlay,train,0,effnet_ts,13,0.9,0.15492957746478872,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,22,0,120,0,0.54
overlay,train,0,effnet_ts,13,0.54,0.38028169014084506,0.9705882352941176,0.275,0.42857142857142855,0.9545454545454546,0.275,0.275,0.9545454545454546,0.6147727272727272,21,1,87,33,0.54
overlay,val,0,effnet_ts,13,0.5,0.8823529411764706,0.875,1.0,0.9333333333333333,0.3333333333333333,1.0,1.0,0.3333333333333333,0.6666666666666666,1,2,0,14,0.54
overlay,val,0,effnet_ts,13,0.6,0.17647058823529413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,3,0,14,0,0.54
overlay,val,0,effnet_ts,13,0.7,0.17647058823529413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,3,0,14,0,0.54
overlay,val,0,effnet_ts,13,0.8,0.17647058823529413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,3,0,14,0,0.54
overlay,val,0,effnet_ts,13,0.9,0.17647058823529413,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,3,0,14,0,0.54
overlay,val,0,effnet_ts,13,0.54,0.5294117647058824,1.0,0.42857142857142855,0.6,1.0,0.42857142857142855,0.42857142857142855,1.0,0.7142857142857143,3,0,8,6,0.54
overlay,test,0,effnet_ts,13,0.5,0.8108108108108109,0.8333333333333334,0.967741935483871,0.8955223880597015,0.0,0.967741935483871,0.967741935483871,0.0,0.4838709677419355,0,6,1,30,0.54
overlay,test,0,effnet_ts,13,0.6,0.16216216216216217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,6,0,31,0,0.54
overlay,test,0,effnet_ts,13,0.7,0.16216216216216217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,6,0,31,0,0.54
overlay,test,0,effnet_ts,13,0.8,0.16216216216216217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,6,0,31,0,0.54
overlay,test,0,effnet_ts,13,0.9,0.16216216216216217,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,6,0,31,0,0.54
overlay,test,0,effnet_ts,13,0.54,0.32432432432432434,0.875,0.22580645161290322,0.358974358974359,0.8333333333333334,0.22580645161290322,0.22580645161290322,0.8333333333333334,0.5295698924731183,5,1,24,7,0.54
overlay,train,0,effnet_ts,26,0.5,0.8193548387096774,0.8450704225352113,0.9523809523809523,0.8955223880597015,0.2413793103448276,0.9523809523809523,0.9523809523809523,0.2413793103448276,0.59688013136289,7,22,6,120,0.73
overlay,train,0,effnet_ts,26,0.6,0.8193548387096774,0.8450704225352113,0.9523809523809523,0.8955223880597015,0.2413793103448276,0.9523809523809523,0.9523809523809523,0.2413793103448276,0.59688013136289,7,22,6,120,0.73
overlay,train,0,effnet_ts,26,0.7,0.7677419354838709,0.8813559322033898,0.8253968253968254,0.8524590163934426,0.5172413793103449,0.8253968253968254,0.8253968253968254,0.5172413793103449,0.6713191023535852,15,14,22,104,0.73
overlay,train,0,effnet_ts,26,0.8,0.1870967741935484,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,29,0,126,0,0.73
overlay,train,0,effnet_ts,26,0.9,0.1870967741935484,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,29,0,126,0,0.73
overlay,train,0,effnet_ts,26,0.73,0.3548387096774194,0.9642857142857143,0.21428571428571427,0.35064935064935066,0.9655172413793104,0.21428571428571427,0.21428571428571427,0.9655172413793104,0.5899014778325123,28,1,99,27,0.73
overlay,val,0,effnet_ts,26,0.5,0.8333333333333334,0.8235294117647058,1.0,0.9032258064516129,0.25,1.0,1.0,0.25,0.625,1,3,0,14,0.73
overlay,val,0,effnet_ts,26,0.6,0.8333333333333334,0.8235294117647058,1.0,0.9032258064516129,0.25,1.0,1.0,0.25,0.625,1,3,0,14,0.73
overlay,val,0,effnet_ts,26,0.7,0.7777777777777778,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.5,0.8571428571428571,0.8571428571428571,0.5,0.6785714285714286,2,2,2,12,0.73
overlay,val,0,effnet_ts,26,0.8,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.73
overlay,val,0,effnet_ts,26,0.9,0.2222222222222222,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,4,0,14,0,0.73
overlay,val,0,effnet_ts,26,0.73,0.5555555555555556,1.0,0.42857142857142855,0.6,1.0,0.42857142857142855,0.42857142857142855,1.0,0.7142857142857143,4,0,8,6,0.73
overlay,test,0,effnet_ts,26,0.5,0.7727272727272727,0.8378378378378378,0.8857142857142857,0.8611111111111112,0.3333333333333333,0.8857142857142857,0.8857142857142857,0.3333333333333333,0.6095238095238095,3,6,4,31,0.73
overlay,test,0,effnet_ts,26,0.6,0.7727272727272727,0.8378378378378378,0.8857142857142857,0.8611111111111112,0.3333333333333333,0.8857142857142857,0.8857142857142857,0.3333333333333333,0.6095238095238095,3,6,4,31,0.73
overlay,test,0,effnet_ts,26,0.7,0.7045454545454546,0.9230769230769231,0.6857142857142857,0.7868852459016393,0.7777777777777778,0.6857142857142857,0.6857142857142857,0.7777777777777778,0.7317460317460318,7,2,11,24,0.73
overlay,test,0,effnet_ts,26,0.8,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.73
overlay,test,0,effnet_ts,26,0.9,0.20454545454545456,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,9,0,35,0,0.73
overlay,test,0,effnet_ts,26,0.73,0.2727272727272727,0.8,0.11428571428571428,0.2,0.8888888888888888,0.11428571428571428,0.11428571428571428,0.8888888888888888,0.5015873015873016,8,1,31,4,0.73
